NTAX,STRHT,SRATE,REPL,GTRE,NGEN,MTHD,NODE,SEFN,SERF,NQSC,SECS,FRAC
200,10000000,1e-07,6,estimatedgenetre,250,TRUE,heron04,0,0.0,0.7460158473658811,0.0,0.0
200,10000000,1e-07,6,truegenetrees,250,treeqmc_n0_v1.0.0,heron04,0,0.0,0.9122255216380408,32.63,0.0
200,10000000,1e-07,6,truegenetrees,250,treeqmc_n1_v1.0.0,heron04,0,0.0,0.9122255216380408,34.38,0.0
200,10000000,1e-07,6,truegenetrees,250,treeqmc_n2_v1.0.0,heron04,0,0.0,0.9122255216380408,34.372,0.0
200,10000000,1e-07,6,truegenetrees,250,astral_3_v5.7.7,heron04,0,0.0,0.9122255216380408,6.162,0.0
200,10000000,1e-07,6,truegenetrees,250,fastral,heron04,0,0.0,0.9122255216380408,24.35,0.0
200,10000000,1e-07,6,truegenetrees,250,TRUE,heron04,0,0.0,0.9122255216380408,0.0,0.0
200,10000000,1e-07,6,estimatedgenetre,1000,treeqmc_n0_v1.0.0,heron10,22,0.11111099999999999,0.7464333144540735,132.359,0.0
200,10000000,1e-07,6,estimatedgenetre,1000,treeqmc_n1_v1.0.0,heron10,15,0.075758,0.7465457692957476,138.772,0.0
200,10000000,1e-07,6,estimatedgenetre,1000,treeqmc_n2_v1.0.0,heron10,15,0.075758,0.7441368491636533,138.664,0.0
200,10000000,1e-07,6,estimatedgenetre,1000,astral_3_v5.7.7,heron10,16,0.080808,0.7465500150534067,361.728,0.0
200,10000000,1e-07,6,estimatedgenetre,1000,fastral,heron10,16,0.080808,0.7465498258971626,70.812,0.0
200,10000000,1e-07,6,estimatedgenetre,1000,TRUE,heron10,0,0.0,0.7456885301981034,0.0,0.0
200,10000000,1e-07,6,truegenetrees,1000,treeqmc_n0_v1.0.0,heron10,0,0.0,0.917512386855126,129.359,0.0
200,10000000,1e-07,6,truegenetrees,1000,treeqmc_n1_v1.0.0,heron10,0,0.0,0.917512386855126,135.651,0.0
200,10000000,1e-07,6,truegenetrees,1000,treeqmc_n2_v1.0.0,heron10,0,0.0,0.917512386855126,135.141,0.0
200,10000000,1e-07,6,truegenetrees,1000,astral_3_v5.7.7,heron10,0,0.0,0.917512386855126,13.776,0.0
200,10000000,1e-07,6,truegenetrees,1000,fastral,heron10,0,0.0,0.917512386855126,71.087,0.0
200,10000000,1e-07,6,truegenetrees,1000,TRUE,heron10,0,0.0,0.917512386855126,0.0,0.0
200,10000000,1e-07,7,estimatedgenetre,250,treeqmc_n0_v1.0.0,heron03,24,0.12121199999999999,0.7067916800950327,33.777,0.0
