SCAL,NGEN,NBPS,REPL,MTHD,NODE,SEFN,SERF,NQSC,SECS,FRAC
scale2d,200g,500b,R7,treeqmc_n1_v1.0.0,heron04,1,0.029412,0.7605610568551745,1.032,0.0
scale2d,200g,500b,R7,treeqmc_n2_v1.0.0,heron04,1,0.029412,0.7605610568551745,1.031,0.0
scale2d,200g,500b,R7,astral_3_v5.7.7,heron04,1,0.029412,0.7605610568551745,5.592,0.0
scale2d,200g,500b,R7,fastral,heron04,1,0.029412,0.7605610568551745,4.139,0.0
scale2d,200g,500b,R7,wqfm_v1.3,heron04,1,0.029412,0.7605610568551745,64.509,0.8001364150738657
scale2d,200g,500b,R7,wqmc_v3.0,heron04,1,0.029412,0.7605610568551745,52.131,0.9901210412230727
scale2d,200g,500b,R7,TRUE,heron04,0,0.0,0.7602749640396699,0.0,0.0
scale2d,200g,500b,R8,treeqmc_n0_v1.0.0,heron02,3,0.08823500000000001,0.7519980316450905,0.998,0.0
scale2d,200g,500b,R8,treeqmc_n1_v1.0.0,heron02,3,0.08823500000000001,0.7519980316450905,1.035,0.0
scale2d,200g,500b,R8,treeqmc_n2_v1.0.0,heron02,2,0.058824,0.751949806949807,1.032,0.0
scale2d,200g,500b,R8,astral_3_v5.7.7,heron02,3,0.08823500000000001,0.7519980316450905,5.799,0.0
scale2d,200g,500b,R8,fastral,heron02,3,0.08823500000000001,0.7519980316450905,4.282,0.0
scale2d,200g,500b,R8,wqfm_v1.3,heron02,2,0.058824,0.751949806949807,59.134,0.8297087969695944
scale2d,200g,500b,R8,wqmc_v3.0,heron02,3,0.08823500000000001,0.7519980316450905,49.569,0.9898121810002218
scale2d,200g,500b,R8,TRUE,heron02,0,0.0,0.7509363312892725,0.0,0.0
scale2d,200g,500b,R9,treeqmc_n0_v1.0.0,heron08,1,0.029412,0.7586646983117571,0.997,0.0
scale2d,200g,500b,R9,treeqmc_n1_v1.0.0,heron08,1,0.029412,0.7586646983117571,1.036,0.0
scale2d,200g,500b,R9,treeqmc_n2_v1.0.0,heron08,0,0.0,0.7583711863123628,1.024,0.0
scale2d,200g,500b,R9,astral_3_v5.7.7,heron08,1,0.029412,0.7586646983117571,5.766,0.0
scale2d,200g,500b,R9,fastral,heron08,1,0.029412,0.7586646983117571,4.293,0.0
scale2d,200g,500b,R9,wqfm_v1.3,heron08,0,0.0,0.7583711863123628,57.787,0.8329555090245211
scale2d,200g,500b,R9,wqmc_v3.0,heron08,3,0.08823500000000001,0.7584236505412976,48.645,0.9894953232603556
scale2d,200g,500b,R9,TRUE,heron08,0,0.0,0.7583711863123628,0.0,0.0
scale2d,200g,500b,R10,treeqmc_n0_v1.0.0,heron06,1,0.029412,0.7642420319479143,0.989,0.0
scale2d,200g,500b,R10,treeqmc_n1_v1.0.0,heron06,1,0.029412,0.7642420319479143,1.026,0.0
scale2d,200g,500b,R10,treeqmc_n2_v1.0.0,heron06,1,0.029412,0.7641493678552502,1.023,0.0
scale2d,200g,500b,R10,astral_3_v5.7.7,heron06,1,0.029412,0.7642420319479143,5.599,0.0
scale2d,200g,500b,R10,fastral,heron06,1,0.029412,0.7642420319479143,4.114,0.0
scale2d,200g,500b,R10,wqfm_v1.3,heron06,1,0.029412,0.7641493678552502,58.828,0.8215815598014551
scale2d,200g,500b,R10,wqmc_v3.0,heron06,2,0.058824,0.7638797789386025,48.834,0.9897202768562886
scale2d,200g,500b,R10,TRUE,heron06,0,0.0,0.76420046937694,0.0,0.0
scale2d,200g,500b,R11,treeqmc_n0_v1.0.0,heron05,1,0.029412,0.7542855628737982,0.997,0.0
scale2d,200g,500b,R11,treeqmc_n1_v1.0.0,heron05,1,0.029412,0.7542855628737982,1.039,0.0
scale2d,200g,500b,R11,treeqmc_n2_v1.0.0,heron05,1,0.029412,0.7542855628737982,1.039,0.0
scale2d,200g,500b,R11,astral_3_v5.7.7,heron05,1,0.029412,0.7542855628737982,5.565,0.0
scale2d,200g,500b,R11,fastral,heron05,1,0.029412,0.7542855628737982,4.235,0.0
scale2d,200g,500b,R11,wqfm_v1.3,heron05,1,0.029412,0.7542855628737982,58.323,0.8238945184575553
scale2d,200g,500b,R11,wqmc_v3.0,heron05,1,0.029412,0.7542855628737982,48.566,0.9894164641930568
scale2d,200g,500b,R11,TRUE,heron05,0,0.0,0.7542561132561133,0.0,0.0
scale2d,200g,500b,R12,treeqmc_n0_v1.0.0,heron03,2,0.058824,0.750245438716027,0.994,0.0
scale2d,200g,500b,R12,treeqmc_n1_v1.0.0,heron03,2,0.058824,0.750245438716027,1.037,0.0
scale2d,200g,500b,R12,treeqmc_n2_v1.0.0,heron03,1,0.029412,0.7502003936709819,1.03,0.0
scale2d,200g,500b,R12,astral_3_v5.7.7,heron03,2,0.058824,0.750245438716027,5.539,0.0
scale2d,200g,500b,R12,fastral,heron03,2,0.058824,0.750245438716027,4.166,0.0
